,price,ranks,title,no_of_reviews,ratings,author,cover_type,year
599,14.89,80,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,4.8,"4,808",Gregg Jarrett,Hardcover,2018
600,14.69,1,Where the Crawdads Sing,4.8,"429,687",Delia Owens,Hardcover,2019
601,19.59,2,Becoming,4.8,"140,222",Michelle Obama,Hardcover,2019
602,14.69,3,Educated: A Memoir,4.7,"97,812",Tara Westover,Hardcover,2019
603,6.79,4,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),4.9,"24,558",Dav Pilkey,Hardcover,2019
604,15.80,5,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",4.6,"27,934",Rachel Hollis,Hardcover,2019
605,7.76,6,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),4.9,"29,478",Dav Pilkey,Hardcover,2019
606,8.96,7,Wrecking Ball (Diary of a Wimpy Kid Book 14),4.9,"18,978",Jeff Kinney,Hardcover,2019
607,9.40,8,The Wonderful Things You Will Be,4.9,"27,383",Emily Winfield Martin,Hardcover,2019
608,10.98,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",4.8,"69,754",School Zone,Paperback,2019
609,8.39,10,The 5 Love Languages: The Secret to Love that Lasts,4.8,"88,040",Gary Chapman,Paperback,2019
610,18.00,11,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",4.6,"14,496",Rachel Hollis,Hardcover,2019
611,5.28,12,The Wonky Donkey,4.8,"78,866",Craig Smith,Paperback,2019
612,14.09,13,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,4.6,"104,033",Mark Manson,Hardcover,2019
613,6.99,14,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),4.6,"30,452",M Prefontaine,Paperback,2019
614,27.98,15,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",4.8,"21,604",Samin Nosrat,Hardcover,2019
615,6.56,16,The Very Hungry Caterpillar,4.9,"57,968",Eric Carle,Board book,2019
616,11.99,17,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",4.8,"22,965",Adir Levy,Hardcover,2019
617,17.44,18,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,4.8,"17,800",Lysa TerKeurst,Hardcover,2019
618,6.99,19,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",4.8,"33,067",Hopscotch Girls,Paperback,2019
619,7.74,20,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),4.7,"105,284",Don Miguel Ruiz,Paperback,2019
620,13.58,21,Unfreedom of the Press,4.9,"9,354",Mark R. Levin,Hardcover,2019
621,8.99,22,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),4.9,"19,782",Dav Pilkey,Hardcover,2019
622,5.94,23,Giraffes Can't Dance,4.8,Giles Andreae,,Board book,2019
623,4.19,24,If Animals Kissed Good Night,4.8,"72,050",Ann Whitford Paul,Board book,2019
624,8.48,25,"Oh, the Places You'll Go!  ",4.9,"45,619",Dr. Seuss,Hardcover,2019
625,15.73,26,Howard Stern Comes Again,4.5,"8,061",Howard Stern,Hardcover,2019
626,6.24,27,Guts: A Graphic Novel,4.8,"14,438",Raina Telgemeier,Paperback,2019
627,8.89,28,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,4.5,Marie Kondō,,Hardcover,2019
628,29.98,29,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",4.9,"25,980",J. K. Rowling,Hardcover,2019
629,13.07,30,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),4.8,"18,553",Amy Shields,Hardcover,2019
630,12.00,51,Zen as F*ck (Zen as F*ck Journals),4.7,"24,185",Monica Sweeney,Paperback,2019
631,7.61,52,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,4.7,"83,298",Robert T. Kiyosaki,Mass Market Paperback,2019
632,16.99,53,The Institute: A Novel,4.7,"39,967",Stephen King,Hardcover,2019
633,15.99,54,The Testaments: The Sequel to The Handmaid's Tale,4.6,"45,118",Margaret Atwood,Hardcover,2019
634,32.00,55,Super Deluxe Essential Handbook (Pokémon): The Need-to-Know Stats and Facts on Over 800 Characters,4.8,"21,186",Scholastic,Paperback,2019
635,6.99,56,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,4.5,"20,929",Paper Peony Press,Paperback,2019
636,,57,"Carson Dellosa Sight Words Flash Cards Kindergarten, First Words Flash Cards, High Frequency Vocabulary Words, and Picture Words Flash Cards for Toddlers Ages 4+",4.8,Brighter Child,,Cards,2019
637,13.49,58,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,4.8,"101,004",James Clear,Hardcover,2019
638,11.58,59,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,4.7,Admiral William H. McRaven,,Hardcover,2019
639,21.88,60,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,4.7,"39,611",Brené Brown,Paperback,2019
640,14.70,61,Sapiens: A Brief History of Humankind,4.6,Yuval Harari,,Paperback,2019
641,12.70,62,What to Expect When You're Expecting,4.8,"30,677",Heidi Murkoff,Paperback,2019
642,12.80,63,Where the Crawdads Sing,4.8,"429,687",Delia Owens,Paperback,2019
643,9.05,64,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",4.8,"12,007",Brené Brown,Paperback,2019
644,13.89,65,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",4.6,"136,541",Paulo Coelho,Paperback,2019
645,19.78,66,"Publication Manual of the American Psychological Association, 6th Edition",4.5,"12,906",American Psychological Association,Paperback,2019
646,4.98,67,The Pout-Pout Fish,4.8,"25,352",Deborah Diesen,Board book,2019
647,15.68,68,Talking to Strangers: What We Should Know about the People We Don't Know,4.5,"17,073",Malcolm Gladwell,Hardcover,2019
648,5.00,69,Dear Zoo: A Lift-the-Flap Book,4.8,Rod Campbell,,Board book,2019
649,15.95,70,The Overstory: A Novel,4.4,"17,601",Richard Powers,Paperback,2019
650,8.36,71,Fahrenheit 451,4.6,"46,708",Ray Bradbury,Paperback,2019
651,20.96,72,StrengthsFinder 2.0,4.1,Gallup,,Hardcover,2019
652,15.94,73,12 Rules for Life: An Antidote to Chaos,4.8,"65,912",Jordan B. Peterson,Hardcover,2019
653,8.31,74,Eleanor Oliphant Is Completely Fine: A Novel,4.5,"149,886",Gail Honeyman,Paperback,2019
654,14.00,75,Me: Elton John Official Autobiography,4.8,"24,174",Elton John,Hardcover,2019
655,13.29,76,The Road Back to You: An Enneagram Journey to Self-Discovery,4.7,"10,908",Ian Morgan Cron,Hardcover,2019
656,9.39,77,The Tattooist of Auschwitz: A Novel,4.7,"122,320",Heather Morris,Paperback,2019
657,11.99,78,People of Walmart Adult Coloring Book: Rolling Back Dignity,4.7,Andrew Kipple,,Paperback,2019
658,7.12,79,The Great Gatsby: The Only Authorized Edition,4.4,"13,718",F. Scott Fitzgerald,Paperback,2019
659,10.44,80,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,4.8,America’s Test Kitchen Kids,,Hardcover,2019
